0	0	0
1.11E-05	0.000465856	0
4.69E-05	0.00097133	0
0.000112859	0.001519657	0
0.000217768	0.002114475	0
0.000371121	0.00275976	0
0.000583296	0.003459419	0
0.000867028	0.004217765	0
0.00123734	0.00503884	0
0.001714179	0.005926486	0
0.00231971	0.006883599	0
0.003079471	0.007911527	0
0.004025938	0.009009057	0
0.005195698	0.010170866	0
0.006630929	0.011385904	0
0.00838722	0.012635979	0
0.010522582	0.013894813	0
0.01311248	0.015129525	0
0.016242755	0.016305888	0
0.02001198	0.017400184	0
0.024543393	0.018415714	0
0.029973501	0.019399105	0
0.036468527	0.020434444	0
0.044220771	0.021570447	0
0.053455882	0.022799028	0
0.064437784	0.024104152	0
0.077471633	0.025463919	0
0.092912583	0.02685185	0
0.111173056	0.028237626	0
0.129321547	0.029391484	0
0.147363445	0.030354526	0
0.165300569	0.03115303	0
0.183133525	0.031801819	0
0.200863191	0.03230763	0
0.218490306	0.032672013	0
0.236015746	0.032893082	0
0.253440928	0.032968075	0
0.270765378	0.032894362	0
0.287991119	0.032667364	0
0.305119969	0.032297994	0
0.322150312	0.031779853	0
0.339083697	0.031122373	0
0.355922416	0.030334448	0
0.372666736	0.029426993	0
0.38931639	0.028412473	0
0.405872253	0.027304567	0
0.422336009	0.026116817	0
0.438708266	0.024862026	0
0.454989157	0.023551647	0
0.471180299	0.022194642	0
0.487281626	0.02079721	0
0.503295024	0.019362249	0
0.51921928	0.017889353	0
0.535057089	0.016374817	0
0.550808384	0.014812644	0
0.566473637	0.013195288	0
0.582054262	0.011516012	0
0.59752917	0.009773332	0
0.610578382	0.008216954	0
0.621590132	0.006814536	0
0.630889051	0.005610278	0
0.638745395	0.004584305	0
0.645386565	0.003715525	0
0.651002504	0.002980829	0
0.655752762	0.002359261	0
0.659772501	0.001833439	0
0.663174311	0.001388403	0
0.666054342	0.001011622	0
0.668492503	0.000692652	0
0.670557118	0.000422531	0
0.672305592	0.000193781	0
0.6737859	0	0
0.672305592	-0.000193781	0
0.670557118	-0.000422531	0
0.668492503	-0.000692652	0
0.666054342	-0.001011622	0
0.663174311	-0.001388403	0
0.659772501	-0.001833439	0
0.655752762	-0.002359261	0
0.651002504	-0.002980829	0
0.645386565	-0.003715525	0
0.638745395	-0.004584305	0
0.630889051	-0.005610278	0
0.621590132	-0.006814536	0
0.610578382	-0.008216954	0
0.59752917	-0.009773332	0
0.582054262	-0.011516012	0
0.566473637	-0.013195288	0
0.550808384	-0.014812644	0
0.535057089	-0.016374817	0
0.51921928	-0.017889353	0
0.503295024	-0.019362249	0
0.487281626	-0.02079721	0
0.471180299	-0.022194642	0
0.454989157	-0.023551647	0
0.438708266	-0.024862026	0
0.422336009	-0.026116817	0
0.405872253	-0.027304567	0
0.38931639	-0.028412473	0
0.372666736	-0.029426993	0
0.355922416	-0.030334448	0
0.339083697	-0.031122373	0
0.322150312	-0.031779853	0
0.305119969	-0.032297994	0
0.287991119	-0.032667364	0
0.270765378	-0.032894362	0
0.253440928	-0.032968075	0
0.236015746	-0.032893082	0
0.218490306	-0.032672013	0
0.200863191	-0.03230763	0
0.183133525	-0.031801819	0
0.165300569	-0.03115303	0
0.147363445	-0.030354526	0
0.129321547	-0.029391484	0
0.111173056	-0.028237626	0
0.092912583	-0.02685185	0
0.077471633	-0.025463919	0
0.064437784	-0.024104152	0
0.053455882	-0.022799028	0
0.044220771	-0.021570447	0
0.036468527	-0.020434444	0
0.029973501	-0.019399105	0
0.024543393	-0.018415714	0
0.02001198	-0.017400184	0
0.016242755	-0.016305888	0
0.01311248	-0.015129525	0
0.010522582	-0.013894813	0
0.00838722	-0.012635979	0
0.006630929	-0.011385904	0
0.005195698	-0.010170866	0
0.004025938	-0.009009057	0
0.003079471	-0.007911527	0
0.00231971	-0.006883599	0
0.001714179	-0.005926486	0
0.00123734	-0.00503884	0
0.000867028	-0.004217765	0
0.000583296	-0.003459419	0
0.000371121	-0.00275976	0
0.000217768	-0.002114475	0
0.000112859	-0.001519657	0
4.69E-05	-0.00097133	0
1.11E-05	-0.000465856	0
0	0	0
